Combustível calcinador (t/h),Combustível forno (t/h),Alimentação (t/h),Velocidade do exaustor(%),Temperatura Ar Secundário,O2% - CAIXA,NOx (ppm) - CAIXA,O2% - Saida da Torre de ciclone,Temperatura na Caixa de Fumaça ,Torque do Motor ,CaO Livre
11.225744394112896,9.633204373832749,348.5911078228403,59.277828868716924,1033.0461985236818,3.242954846824425,1061.1051647399165,3.773007666832466,1043.849938782879,41.27701122009008,1.5319786666666666
11.213478169486562,9.632800572434885,348.4304669074218,59.27382257290753,1033.724085988657,3.2458828491255796,1060.5974614560191,3.781666075706091,1043.9703127916782,41.303915377519985,1.5315973333333335
11.201966811130406,9.63240438300325,348.26951153022776,59.26980908158589,1034.4291026448318,3.247136599644717,1059.7843269192451,3.7865691100413756,1044.115353863111,41.33061946815999,1.5312055555555555
11.190754481928087,9.6320049672691,348.10954266989705,59.26585345189109,1035.139024811321,3.248026805495859,1059.4342199655878,3.791435728104197,1044.251657952282,41.358374762312316,1.5308173333333333
11.17718043638621,9.631607012607972,347.9500626798807,59.261799480219885,1035.8499052107252,3.24774996560331,1059.184289217827,3.7954314614198656,1044.4045981032382,41.38466935530372,1.5304326666666666
11.161108374703312,9.631208287732386,347.80307752573003,59.26148165158847,1036.5622611537128,3.246785625417801,1058.790382582603,3.798352655722833,1044.5826515385722,41.41131666539306,1.5300515555555556
11.145366504962992,9.63080640086526,347.6625293996842,59.26147891717949,1037.2762233346612,3.245894848614751,1058.327788715034,3.802172930451631,1044.7627237616673,41.43846818413175,1.5296739999999998
11.129574111821034,9.630408839202897,347.522688093867,59.26150381870278,1037.9931658857038,3.2450552050015142,1057.7770208136662,3.8081226333304774,1044.9345321616352,41.46709378578812,1.5292999999999999
11.11105572903564,9.630006775761421,347.38240863008645,59.261486893169405,1038.7179002406372,3.244841553701586,1056.879421564671,3.8142503562369394,1045.1419649486656,41.495516446951896,1.5289295555555555
11.097087778468364,9.63040587774421,347.2418210480603,59.25351544463926,1039.0301126466743,3.241109139624583,1055.626732078828,3.8199609030950414,1045.2734882547124,41.50408617164724,1.528287333333333
11.088066735769118,9.630806679085646,347.10137490137737,59.24554176757303,1039.349177218568,3.246232272647587,1054.4358564641277,3.827460345072568,1045.3694880530627,41.50702728303157,1.5276008888888888
